Model	Tumor Type	Treatment	Volume (mm3)	body weight (g)	Days Post T0	% TVol Difference	% BW Difference
X-2428	PDAC	figitumumab" + binimetinib	157.5	27	12	-36.7	-0.7
X-2428	PDAC	figitumumab" + binimetinib	116.2	26.9	15	-53.3	-1.1
X-2428	PDAC	figitumumab" + binimetinib	89.9	26.7	19	-63.9	-1.8
X-2428	PDAC	figitumumab" + binimetinib	57.3	27.1	22	-77	-0.4
X-2428	PDAC	figitumumab" + binimetinib	73.3	26.5	27	-70.5	-2.6
X-2428	PDAC	figitumumab" + binimetinib	83.2	27.2	30	-66.5	0
X-2428	PDAC	figitumumab" + binimetinib	51.9	26.5	35	-79.1	-2.6
X-2428	PDAC	figitumumab" + binimetinib	89.8	24.9	37	-63.9	-8.5
X-2428	PDAC	figitumumab" + binimetinib	114.8	26.4	40	-53.8	-2.9
X-2428	PDAC	figitumumab" + binimetinib	73.9	26.7	43	-70.3	-1.8
X-2428	PDAC	figitumumab" + binimetinib	120.6	26	51	-51.5	-4.4
X-2428	PDAC	figitumumab" + binimetinib	62.6	26.5	55	-74.8	-2.6
X-2428	PDAC	figitumumab" + binimetinib	86.4	25.9	58	-65.3	-4.8
X-2428	PDAC	figitumumab" + binimetinib	75	25.7	61	-69.8	-5.5
X-2428	PDAC	figitumumab" + binimetinib	75.3	25.8	64	-69.7	-5.1
X-2428	PDAC	figitumumab" + binimetinib	103.5	26.9	68	-58.4	-1.1
X-2428	PDAC	figitumumab" + binimetinib	128	25.4	71	-48.5	-6.6
X-2428	PDAC	figitumumab" + binimetinib	99.5	26.1	75	-60	-4
X-2428	PDAC	figitumumab" + binimetinib	187	26.3	78	-24.8	-3.3
X-2428	PDAC	figitumumab" + binimetinib	155.5	26.9	82	-37.5	-1.1
X-2428	PDAC	figitumumab" + binimetinib	139.1	26	85	-44.1	-4.4
X-2428	PDAC	figitumumab" + binimetinib	160.9	26.6	90	-35.3	-2.2
X-2428	PDAC	figitumumab"	223.1	25.1	0	0	0
X-2428	PDAC	figitumumab"	298.3	25.6	2	33.7	2
X-2428	PDAC	figitumumab"	315.1	25.6	6	41.2	2
X-2428	PDAC	figitumumab"	314.1	25.4	9	40.8	1.2
X-2428	PDAC	figitumumab"	331.1	26.6	13	48.4	6
X-2428	PDAC	figitumumab"	331.4	26.4	16	48.5	5.2
X-2428	PDAC	figitumumab"	267.4	26.1	20	19.9	4
X-2428	PDAC	figitumumab"	296.3	25.6	22	32.8	2
X-2428	PDAC	figitumumab"	309.4	25.9	26	38.7	3.2
X-2428	PDAC	figitumumab"	379.8	25.7	29	70.2	2.4
X-2428	PDAC	figitumumab"	456.9	26.6	33	104.8	6
X-2428	PDAC	figitumumab"	545.9	26.8	36	144.7	6.8
X-2428	PDAC	figitumumab"	642.6	26.3	41	188	4.8
X-2428	PDAC	figitumumab"	674.2	26.3	43	202.2	4.8
X-2428	PDAC	figitumumab"	728.7	25.7	47	226.6	2.4
X-2428	PDAC	figitumumab"	765.9	26.3	50	243.3	4.8
X-2428	PDAC	figitumumab"	865.7	25.8	54	288	2.8
X-2428	PDAC	figitumumab"	922.4	25.9	57	313.4	3.2
X-2428	PDAC	gemcitabine-50mpk	219.5	23.8	0	0	0
X-2428	PDAC	gemcitabine-50mpk	270.4	24.1	3	23.2	1.3
X-2428	PDAC	gemcitabine-50mpk	273.7	23.7	7	24.7	-0.4
X-2428	PDAC	gemcitabine-50mpk	346.6	24.7	10	57.9	3.8
X-2428	PDAC	gemcitabine-50mpk	434.2	24.9	14	97.8	4.6
X-2428	PDAC	gemcitabine-50mpk	389.3	25.8	17	77.4	8.4
X-2428	PDAC	gemcitabine-50mpk	413.2	26.1	20	88.2	9.7
X-2428	PDAC	gemcitabine-50mpk	392.5	26.7	24	78.8	12.2
X-2428	PDAC	gemcitabine-50mpk	402.2	25.3	28	83.2	6.3
X-2428	PDAC	gemcitabine-50mpk	428.6	25.4	31	95.3	6.7
X-2428	PDAC	gemcitabine-50mpk	476.7	26.7	35	117.2	12.2
X-2428	PDAC	gemcitabine-50mpk	488.2	25.3	38	122.4	6.3
X-2428	PDAC	gemcitabine-50mpk	571.5	27.3	42	160.4	14.7
X-2428	PDAC	gemcitabine-50mpk	459.3	26.1	45	109.2	9.7
X-2428	PDAC	gemcitabine-50mpk	449.7	25.9	48	104.9	8.8
X-2428	PDAC	gemcitabine-50mpk	489.1	25.7	52	122.8	8
X-2428	PDAC	gemcitabine-50mpk	427.6	25	56	94.8	5
X-2428	PDAC	gemcitabine-50mpk	405.1	26.2	59	84.6	10.1
X-2428	PDAC	gemcitabine-50mpk	409.7	27.2	63	86.7	14.3
X-2428	PDAC	gemcitabine-50mpk	506.2	26.8	65	130.6	12.6
X-2428	PDAC	gemcitabine-50mpk	509	27.2	70	131.9	14.3
X-2428	PDAC	gemcitabine-50mpk	484.3	26.9	76	120.6	13
X-2428	PDAC	gemcitabine-50mpk	489.8	26.3	80	123.1	10.5
X-2428	PDAC	gemcitabine-50mpk	460.2	26.7	84	109.7	12.2
X-2428	PDAC	gemcitabine-50mpk	466.1	27	86	112.3	13.4
X-2428	PDAC	gemcitabine-50mpk	569.8	27.5	91	159.6	15.5
X-2428	PDAC	INC424	203.4	22.8	0	0	0
X-2428	PDAC	INC424	219	20.6	5	7.7	-9.6
X-2428	PDAC	INC424	227.7	24.2	10	11.9	6.1
X-2428	PDAC	INC424	239.8	23.9	13	17.9	4.8
X-2428	PDAC	INC424	297.8	24	17	46.4	5.3
X-2428	PDAC	INC424	362.4	23.5	20	78.2	3.1
X-2428	PDAC	INC424	451.9	23.4	25	122.2	2.6
X-2428	PDAC	INC424	456.5	23.4	27	124.4	2.6
X-2428	PDAC	INC424	492.6	23.3	31	142.2	2.2
X-2428	PDAC	INC424	547.6	24	34	169.2	5.3
X-2428	PDAC	INC424	596	23.7	38	193	3.9
X-2428	PDAC	INC424	623.5	23.9	41	206.5	4.8
X-2428	PDAC	INC424	764.7	25	45	276	9.6
X-2428	PDAC	INC424	796.5	23.9	48	291.6	4.8
X-2428	PDAC	INC424	882	24.1	52	333.6	5.7
X-2428	PDAC	INC424	899.4	23.2	55	342.2	1.8
X-2428	PDAC	LEE011	221	25.6	0	0	0
X-2428	PDAC	LEE011	249.8	25.4	2	13	-0.8
X-2428	PDAC	LEE011	252.1	26.1	5	14.1	2
X-2428	PDAC	LEE011	250	25.4	8	13.1	-0.8
X-2428	PDAC	LEE011	268	26.5	12	21.3	3.5
X-2428	PDAC	LEE011	285.3	26.5	15	29.1	3.5
X-2428	PDAC	LEE011	336.9	26.6	19	52.4	3.9
X-2428	PDAC	LEE011	302.4	26.8	22	36.8	4.7
X-2428	PDAC	LEE011	319.5	28.4	26	44.6	10.9
X-2428	PDAC	LEE011	317.3	27.4	29	43.6	7
X-2428	PDAC	LEE011	393.8	28.3	33	78.2	10.5
X-2428	PDAC	LEE011	335.5	27.8	36	51.8	8.6
X-2428	PDAC	LEE011	321.4	28.9	40	45.4	12.9
X-2428	PDAC	LEE011	325.5	27.8	43	47.3	8.6
X-2428	PDAC	LEE011	353	27.7	47	59.7	8.2
X-2428	PDAC	LEE011	312.1	28.9	50	41.2	12.9
X-2428	PDAC	LEE011	322.9	28.3	54	46.1	10.5
X-2428	PDAC	LEE011	351.9	28.5	57	59.2	11.3
X-2428	PDAC	LEE011	364.8	28.6	61	65.1	11.7
X-2428	PDAC	LEE011	345.6	26.9	64	56.4	5.1
X-2428	PDAC	LEE011	356	28	68	61.1	9.4
X-2428	PDAC	LEE011	397.7	27.3	71	80	6.6
X-2428	PDAC	LEE011	349.2	27.2	75	58	6.2
X-2428	PDAC	LEE011	363.4	27.4	78	64.4	7
X-2428	PDAC	LEE011	298.6	28.1	82	35.1	9.8
X-2428	PDAC	LEE011	252.4	28.6	85	14.2	11.7
X-2428	PDAC	LEE011	272.3	27	89	23.2	5.5
X-2428	PDAC	WNT974	229.7	26.2	0	0	0
X-2428	PDAC	WNT974	317.4	53.5	2	38.2	0
X-2428	PDAC	WNT974	317.4	25.6	5	38.2	-2.3
X-2428	PDAC	WNT974	330.5	25.3	8	43.9	-3.4
X-2428	PDAC	WNT974	356.4	22.2	13	55.2	-15.3
X-2428	PDAC	LKA136	213.6	25	0	0	0
X-2428	PDAC	LKA136	311.4	25.9	2	45.8	3.6
X-2428	PDAC	LKA136	317.8	24.7	6	48.8	-1.2
X-2428	PDAC	LKA136	379.1	26.6	9	77.5	6.4
X-2428	PDAC	LKA136	371.7	25.7	13	74	2.8
X-2428	PDAC	LKA136	403.6	25.6	16	89	2.4
X-2428	PDAC	LKA136	393	25.4	19	84	1.6
X-2428	PDAC	LKA136	399.4	24.8	23	87	-0.8
X-2428	PDAC	LKA136	492.2	25	27	130.4	0
X-2428	PDAC	LKA136	584.1	25.9	30	173.5	3.6
X-2428	PDAC	LKA136	858.1	26.6	34	301.7	6.4
X-2428	PDAC	LKA136	938.3	27	37	339.3	8
X-2428	PDAC	binimetinib	222.9	25.8	0	0	0
X-2428	PDAC	binimetinib	254.6	25	4	14.2	-3.1
X-2428	PDAC	binimetinib	249.1	24.9	7	11.8	-3.5
X-2428	PDAC	binimetinib	213.3	24.6	11	-4.3	-4.7
X-2428	PDAC	binimetinib	231.4	24.8	14	3.8	-3.9
X-2428	PDAC	binimetinib	230.1	25	18	3.2	-3.1
X-2428	PDAC	binimetinib	242.5	26	21	8.8	0.8
X-2428	PDAC	binimetinib	199.2	26.2	25	-10.6	1.6
X-2428	PDAC	binimetinib	257.7	25.4	28	15.6	-1.6
X-2428	PDAC	binimetinib	182.5	25.3	32	-18.1	-1.9
X-2428	PDAC	binimetinib	161.7	24.9	35	-27.5	-3.5
X-2428	PDAC	binimetinib	230.6	26.4	39	3.5	2.3
X-2428	PDAC	binimetinib	165.5	24.5	42	-25.8	-5
X-2428	PDAC	binimetinib	175.4	26	46	-21.3	0.8
X-2428	PDAC	binimetinib	150.1	26.1	49	-32.7	1.2
X-2428	PDAC	binimetinib	149.5	26	53	-32.9	0.8
X-2428	PDAC	binimetinib	167.8	24.9	56	-24.7	-3.5
X-2428	PDAC	binimetinib	126	25.4	59	-43.5	-1.6
X-2428	PDAC	binimetinib	171.1	25	62	-23.2	-3.1
X-2428	PDAC	binimetinib	154.2	25.4	67	-30.8	-1.6
X-2428	PDAC	binimetinib	190.5	24.2	70	-14.5	-6.2
X-2428	PDAC	binimetinib	95.4	25.4	74	-57.2	-1.6
X-2428	PDAC	binimetinib	108.8	25.5	77	-51.2	-1.2
X-2428	PDAC	binimetinib-3.5mpk	247.8	27.6	0	0	0
X-2428	PDAC	binimetinib-3.5mpk	186.6	27.5	5	-24.7	-0.4
X-2428	PDAC	binimetinib-3.5mpk	198.1	27.5	8	-20.1	-0.4
X-2428	PDAC	binimetinib-3.5mpk	107.9	27.3	12	-56.5	-1.1
X-2428	PDAC	binimetinib-3.5mpk	153.8	26.7	15	-37.9	-3.3
X-2428	PDAC	binimetinib-3.5mpk	152.4	27.7	19	-38.5	0.4
X-2428	PDAC	binimetinib-3.5mpk	156.1	25.8	22	-37	-6.5
X-2428	PDAC	binimetinib-3.5mpk	132.6	26.7	27	-46.5	-3.3
X-2428	PDAC	binimetinib-3.5mpk	177.5	26.9	30	-28.4	-2.5
X-2428	PDAC	binimetinib-3.5mpk	114	27.6	35	-54	0
X-2428	PDAC	binimetinib-3.5mpk	134.3	26.3	37	-45.8	-4.7
X-2428	PDAC	binimetinib-3.5mpk	137.4	26.3	40	-44.6	-4.7
X-2428	PDAC	binimetinib-3.5mpk	83.3	27.1	43	-66.4	-1.8
X-2428	PDAC	binimetinib-3.5mpk	80.1	26.6	48	-67.7	-3.6
X-2428	PDAC	binimetinib-3.5mpk	116.4	27.6	51	-53	0
X-2428	PDAC	binimetinib-3.5mpk	48.4	26.7	55	-80.5	-3.3
X-2428	PDAC	binimetinib-3.5mpk	61.2	26.5	58	-75.3	-4
X-2428	PDAC	binimetinib-3.5mpk	101	26.3	61	-59.2	-4.7
X-2428	PDAC	binimetinib-3.5mpk	64	26.5	64	-74.2	-4
X-2428	PDAC	binimetinib-3.5mpk	26.8	26.6	68	-89.2	-3.6
X-2428	PDAC	binimetinib-3.5mpk	45.7	26.7	71	-81.6	-3.3
X-2428	PDAC	binimetinib-3.5mpk	47.7	27.5	75	-80.8	-0.4
X-2428	PDAC	binimetinib-3.5mpk	50.4	27.5	78	-79.7	-0.4
X-2428	PDAC	binimetinib-3.5mpk	106.6	26.6	82	-57	-3.6
X-2428	PDAC	trametinib	251.8	24.7	0	0	0
X-2428	PDAC	trametinib	231.2	25.3	4	-8.2	2.4
X-2428	PDAC	trametinib	257.2	25.8	7	2.1	4.5
X-2428	PDAC	trametinib	221.9	25.9	11	-11.9	4.9
X-2428	PDAC	trametinib	244.7	25.2	14	-2.8	2
X-2428	PDAC	trametinib	390.6	25.7	19	55.1	4
X-2428	PDAC	trametinib	420.5	25.6	22	67	3.6
X-2428	PDAC	trametinib	369	26.7	26	46.5	8.1
X-2428	PDAC	trametinib	324.2	25.8	29	28.8	4.5
X-2428	PDAC	trametinib	239.2	24.6	33	-5	-0.4
X-2428	PDAC	trametinib	285.3	23.2	36	13.3	-6.1
X-2428	PDAC	trametinib	407.2	26.3	41	61.7	6.5
X-2428	PDAC	trametinib	397.6	25.1	43	57.9	1.6
X-2428	PDAC	trametinib	361.7	26.3	48	43.6	6.5
X-2428	PDAC	trametinib	356.3	25	50	41.5	1.2
X-2428	PDAC	trametinib	447.4	26	54	77.7	5.3
X-2428	PDAC	trametinib	400.6	25.5	57	59.1	3.2
X-2428	PDAC	trametinib	582.6	26.3	61	131.4	6.5
X-2428	PDAC	untreated	262	28.2	0	0	0
X-2428	PDAC	untreated	144.4	29.5	6	-44.9	4.6
X-2428	PDAC	untreated	160	30.4	9	-38.9	7.8
X-2428	PDAC	untreated	216.7	NA	11	-17.3	7.8
X-2428	PDAC	untreated	212.4	30.1	14	-18.9	6.7
X-2428	PDAC	untreated	199.8	30.8	18	-23.7	9.2
X-2428	PDAC	untreated	237	29.6	21	-9.5	5
X-2428	PDAC	untreated	251.8	29.2	25	-3.9	3.5
X-2428	PDAC	untreated	248	29.7	29	-5.3	5.3
X-2428	PDAC	untreated	180.9	29.2	33	-31	3.5
X-2428	PDAC	untreated	193.3	29	35	-26.2	2.8
X-2428	PDAC	untreated	181.5	30.3	39	-30.7	7.4
X-2428	PDAC	untreated	183.1	28.8	47	-30.1	2.1
X-2428	PDAC	untreated	149.6	28.6	53	-42.9	1.4
X-2428	PDAC	untreated	128.7	28.5	57	-50.9	1.1
X-2428	PDAC	untreated	130.4	30.6	60	-50.2	8.5
X-2428	PDAC	untreated	154.9	30.8	63	-40.9	9.2
X-2428	PDAC	untreated	191.6	30.6	67	-26.9	8.5
X-2428	PDAC	untreated	160.3	29.6	70	-38.8	5
X-2428	PDAC	untreated	163.6	29.7	75	-37.6	5.3
X-2428	PDAC	untreated	109.2	29.8	78	-58.3	5.7
X-2428	PDAC	untreated	119.7	30.4	82	-54.3	7.8
X-2428	PDAC	untreated	132.4	29.2	85	-49.5	3.5
X-2428	PDAC	untreated	151.6	29.6	88	-42.1	5
X-2428	PDAC	untreated	139.2	30.1	91	-46.9	6.7
X-2428	PDAC	untreated	110.3	30.2	96	-57.9	7.1
X-2428	PDAC	untreated	129.4	30.3	99	-50.6	7.4
X-2470	PDAC	abraxane	205.3	26.8	0	0	0
X-2470	PDAC	abraxane	205.9	26.4	4	0.3	-1.5
X-2470	PDAC	abraxane	182.6	26	7	-11.1	-3
X-2470	PDAC	abraxane	222.9	26.5	11	8.6	-1.1
X-2470	PDAC	abraxane	277.2	26.4	14	35	-1.5
X-2470	PDAC	abraxane	385.5	27.9	18	87.8	4.1
X-2470	PDAC	abraxane	437.1	28.6	21	112.9	6.7
X-2470	PDAC	abraxane	453.7	27	25	121	0.7
X-2470	PDAC	abraxane	407.3	27.5	28	98.4	2.6
X-2470	PDAC	abraxane	516	27.3	32	151.3	1.9
X-2470	PDAC	abraxane	592.9	27.8	35	188.8	3.7
X-2470	PDAC	abraxane	713.2	27.8	39	247.4	3.7
X-2470	PDAC	abraxane	735.3	28	42	258.2	4.5
X-2470	PDAC	abraxane	834.5	28.3	46	306.5	5.6
X-2470	PDAC	abraxane	1075.9	27.5	49	424.1	2.6
X-2470	PDAC	BKM120	260.1	28.1	0	0	0
X-2470	PDAC	BKM120	312	27.2	2	20	-3.2
X-2470	PDAC	BKM120	261.2	26.2	6	0.4	-6.8
X-2470	PDAC	BKM120	310.8	26.8	9	19.5	-4.6
X-2470	PDAC	BKM120	324.6	27.2	12	24.8	-3.2
X-2470	PDAC	BKM120	251.8	26.7	15	-3.2	-5
X-2470	PDAC	BKM120	352.4	27.9	20	35.5	-0.7
X-2470	PDAC	BKM120	289	28	26	11.1	-0.4
X-2470	PDAC	BKM120	300	27.4	30	15.3	-2.5
X-2470	PDAC	BKM120	250.9	27.6	33	-3.5	-1.8
X-2470	PDAC	BKM120	313.7	27.2	36	20.6	-3.2
X-2470	PDAC	BKM120	282.7	27.8	40	8.7	-1.1
X-2470	PDAC	BKM120	273.8	27.4	43	5.3	-2.5
X-2470	PDAC	BKM120	459.6	27.9	47	76.7	-0.7
X-2470	PDAC	BKM120	447	27.6	50	71.9	-1.8
X-2470	PDAC	BKM120	306	27.8	54	17.6	-1.1
X-2470	PDAC	BKM120	540.7	28	57	107.9	-0.4
X-2470	PDAC	BYL719	206.9	26.1	0	0	0
X-2470	PDAC	BYL719	211.4	27	3	2.2	3.4
X-2470	PDAC	BYL719	207.6	26.5	7	0.3	1.5
X-2470	PDAC	BYL719	202.1	25.7	10	-2.3	-1.5
X-2470	PDAC	BYL719	235	28	14	13.6	7.3
X-2470	PDAC	BYL719	240.2	27.6	17	16.1	5.7
X-2470	PDAC	BYL719	255	27	21	23.2	3.4
X-2470	PDAC	BYL719	279.4	27.5	24	35	5.4
X-2470	PDAC	BYL719	295.9	27.1	28	43	3.8
X-2470	PDAC	BYL719	333.9	27	31	61.4	3.4
X-2470	PDAC	BYL719	368.2	27.7	35	78	6.1
X-2470	PDAC	BYL719	381	27.3	38	84.1	4.6
X-2470	PDAC	BYL719	426.2	27.8	42	106	6.5
X-2470	PDAC	BYL719	448.7	27.5	45	116.9	5.4
X-2470	PDAC	BYL719	495.5	27.5	49	139.5	5.4
X-2470	PDAC	BYL719	526.7	27.2	52	154.6	4.2
X-2470	PDAC	BYL719	597.5	28.4	56	188.8	8.8
X-2470	PDAC	BYL719	686.8	26.4	58	231.9	1.1
X-2470	PDAC	BYL719	709.9	27.6	63	243.1	5.7
X-2470	PDAC	BYL719	833.1	28	66	302.7	7.3
X-2470	PDAC	BYL719	866.5	28.1	70	318.8	7.7
X-2470	PDAC	CLR457	222.2	24.2	0	0	0
X-2470	PDAC	CLR457	234.4	25.9	3	5.5	7
X-2470	PDAC	CLR457	230	25	7	3.5	3.3
X-2470	PDAC	CLR457	216.6	25.4	10	-2.5	5
X-2470	PDAC	CLR457	221.8	25.9	14	-0.2	7
X-2470	PDAC	CLR457	231.1	25.4	17	4	5
X-2470	PDAC	CLR457	244.4	25.9	21	10	7
X-2470	PDAC	CLR457	228.7	26.5	24	2.9	9.5
X-2470	PDAC	CLR457	226.2	26.7	28	1.8	10.3
X-2470	PDAC	CLR457	203.5	26.5	31	-8.4	9.5
X-2470	PDAC	CLR457	234.5	26.5	35	5.5	9.5
X-2470	PDAC	CLR457	245.5	26.3	38	10.5	8.7
X-2470	PDAC	CLR457	248.7	26.2	42	11.9	8.3
X-2470	PDAC	CLR457	252.9	26.1	45	13.8	7.9
X-2470	PDAC	CLR457	263.6	27	49	18.6	11.6
X-2470	PDAC	CLR457	275.6	26.8	52	24	10.7
X-2470	PDAC	CLR457	287.7	27	56	29.5	11.6
X-2470	PDAC	CLR457	349.9	26.4	59	57.5	9.1
X-2470	PDAC	CLR457	394.2	26.4	62	77.4	9.1
X-2470	PDAC	CLR457	410	26.1	65	84.5	7.9
X-2470	PDAC	CLR457	490.1	27.1	70	120.6	12
X-2470	PDAC	CLR457	481.7	26.6	73	116.8	9.9
X-2470	PDAC	CLR457	494.1	27	77	122.4	11.6
X-2470	PDAC	CLR457	510.2	26.9	80	129.6	11.2
X-2470	PDAC	CLR457	529.6	27.2	83	138.3	12.4
X-2470	PDAC	figitumumab" + binimetinib	209.3	26.5	0	0	0
X-2470	PDAC	figitumumab" + binimetinib	285.4	24.6	2	36.4	-7.2
X-2470	PDAC	figitumumab" + binimetinib	369.5	24.5	6	76.5	-7.5
X-2470	PDAC	figitumumab" + binimetinib	284.8	24.9	9	36.1	-6
X-2470	PDAC	figitumumab" + binimetinib	352.4	25.8	12	68.4	-2.6
X-2470	PDAC	figitumumab" + binimetinib	411	25.2	15	96.4	-4.9
X-2470	PDAC	figitumumab" + binimetinib	471.1	25.3	20	125.1	-4.5
X-2470	PDAC	figitumumab" + binimetinib	444.2	25.3	26	112.2	-4.5
X-2470	PDAC	figitumumab" + binimetinib	414.9	25.4	30	98.2	-4.2
X-2470	PDAC	figitumumab" + binimetinib	465	25.8	33	122.2	-2.6
X-2470	PDAC	figitumumab"	241.8	28.8	0	0	0
X-2470	PDAC	figitumumab"	333	28.8	4	37.7	0
X-2470	PDAC	figitumumab"	530.5	29.5	11	119.4	2.4
X-2470	PDAC	figitumumab"	549.1	29.6	14	127.1	2.8
X-2470	PDAC	figitumumab"	595.3	29.7	18	146.2	3.1
X-2470	PDAC	figitumumab"	640	29.1	21	164.7	1
X-2470	PDAC	figitumumab"	645.5	29.9	25	167	3.8
X-2470	PDAC	figitumumab"	707	30.7	28	192.4	6.6
X-2470	PDAC	figitumumab"	751	30	32	210.6	4.2
X-2470	PDAC	figitumumab"	903.1	30	35	273.5	4.2
X-2470	PDAC	INC424	200.6	29.9	0	0	0
X-2470	PDAC	INC424	206.8	30.1	3	3.1	0.7
X-2470	PDAC	INC424	220.2	30.5	7	9.8	2
X-2470	PDAC	INC424	220.7	29.8	10	10	-0.3
X-2470	PDAC	INC424	221.3	30.9	14	10.3	3.3
X-2470	PDAC	INC424	216.8	32.7	17	8.1	9.4
X-2470	PDAC	INC424	229.4	32.6	21	14.4	9
X-2470	PDAC	INC424	270.7	31.9	24	34.9	6.7
X-2470	PDAC	INC424	295.3	31.8	28	47.2	6.4
X-2470	PDAC	INC424	308.2	31.6	31	53.6	5.7
X-2470	PDAC	INC424	309.5	33.1	35	54.3	10.7
X-2470	PDAC	INC424	310.3	32.3	38	54.7	8
X-2470	PDAC	INC424	351.2	32.1	42	75.1	7.4
X-2470	PDAC	INC424	377.7	32.8	45	88.3	9.7
X-2470	PDAC	INC424	410.2	32.3	49	104.5	8
X-2470	PDAC	INC424	413.7	32.1	52	106.2	7.4
X-2470	PDAC	INC424	463.2	31.8	55	130.9	6.4
X-2470	PDAC	INC424	490.6	32.5	58	144.6	8.7
X-2470	PDAC	INC424	494.8	29.2	63	146.7	-2.3
X-2470	PDAC	INC424	504.5	29.3	66	151.5	-2
X-2470	PDAC	INC424	519.7	31.8	70	159.1	6.4
X-2470	PDAC	INC424	597.5	32.1	73	197.9	7.4
X-2470	PDAC	INC424	619.7	32.8	76	208.9	9.7
X-2470	PDAC	LEE011	234.1	25.5	0	0	0
X-2470	PDAC	LEE011	222.6	26.2	5	-4.9	2.7
X-2470	PDAC	LEE011	246.8	26.9	7	5.4	5.5
X-2470	PDAC	LEE011	243.2	27.6	11	3.9	8.2
X-2470	PDAC	LEE011	304.7	26.5	14	30.2	3.9
X-2470	PDAC	LEE011	314.1	27.2	18	34.2	6.7
X-2470	PDAC	LEE011	377.7	26.8	21	61.3	5.1
X-2470	PDAC	LEE011	392	28.2	25	67.4	10.6
X-2470	PDAC	LEE011	450.6	27	28	92.5	5.9
X-2470	PDAC	LEE011	432.8	27.2	33	84.9	6.7
X-2470	PDAC	LEE011	517.9	28.5	36	121.2	11.8
X-2470	PDAC	LEE011	321	28.5	40	37.1	11.8
X-2470	PDAC	LEE011	842.9	29.5	43	260.1	15.7
X-2470	PDAC	LEE011	893	29.1	47	281.5	14.1
X-2470	PDAC	LEE011	839.8	29.4	50	258.7	15.3
X-2470	PDAC	LEE011	858.2	29.6	54	266.6	16.1
X-2470	PDAC	WNT974	270.4	32.5	0	0	0
X-2470	PDAC	WNT974	271.2	29.9	2	0.3	-8
X-2470	PDAC	WNT974	289.7	29.7	6	7.1	-8.6
X-2470	PDAC	WNT974	283.1	28.8	9	4.7	-11.4
X-2470	PDAC	WNT974	375.6	29.9	12	38.9	-8
X-2470	PDAC	WNT974	493.9	29.7	15	82.7	-8.6
X-2470	PDAC	WNT974	623.5	31.8	20	130.6	-2.2
X-2470	PDAC	WNT974	630.4	30.7	23	133.1	-5.5
X-2470	PDAC	WNT974	774.6	29.8	26	186.5	-8.3
X-2470	PDAC	WNT974	838.6	30.2	29	210.1	-7.1
X-2470	PDAC	LKA136	258.1	27.6	0	0	0
X-2470	PDAC	LKA136	257.2	26.3	2	-0.3	-4.7
X-2470	PDAC	LKA136	347.2	27.4	5	34.5	-0.7
X-2470	PDAC	LKA136	779.5	27.2	8	202	-1.4
X-2470	PDAC	LKA136	991.5	28	13	284.2	1.4
X-2470	PDAC	LKA136	918.6	27.7	16	255.9	0.4
X-2470	PDAC	LKA136	1112.9	28	19	331.2	1.4
X-2470	PDAC	LKA136	1368.2	27.9	22	430.1	1.1
X-2470	PDAC	binimetinib-3.5mpk	232.1	29	0	0	0
X-2470	PDAC	binimetinib-3.5mpk	312.9	29.1	2	34.8	0.3
X-2470	PDAC	binimetinib-3.5mpk	307.8	29.4	6	32.6	1.4
X-2470	PDAC	binimetinib-3.5mpk	310.7	29.1	9	33.9	0.3
X-2470	PDAC	binimetinib-3.5mpk	284.4	29.1	12	22.5	0.3
X-2470	PDAC	binimetinib-3.5mpk	380.5	28.7	15	63.9	-1
X-2470	PDAC	binimetinib-3.5mpk	351.3	30.3	20	51.4	4.5
X-2470	PDAC	binimetinib-3.5mpk	304.8	30.2	26	31.3	4.1
X-2470	PDAC	binimetinib-3.5mpk	348.4	29.9	30	50.1	3.1
X-2470	PDAC	binimetinib-3.5mpk	360.2	31	33	55.2	6.9
X-2470	PDAC	binimetinib-3.5mpk	219.3	29.8	36	-5.5	2.8
X-2470	PDAC	binimetinib-3.5mpk	207.8	29.4	40	-10.5	1.4
X-2470	PDAC	binimetinib-3.5mpk	164.9	28.9	43	-29	-0.3
X-2470	PDAC	binimetinib-3.5mpk	211.8	29.5	47	-8.7	1.7
X-2470	PDAC	binimetinib-3.5mpk	263.2	28.7	50	13.4	-1
X-2470	PDAC	binimetinib-3.5mpk	140.7	28.8	54	-39.4	-0.7
X-2470	PDAC	binimetinib-3.5mpk	132.8	29.5	57	-42.8	1.7
X-2470	PDAC	binimetinib-3.5mpk	238.7	27.8	61	2.8	-4.1
X-2470	PDAC	binimetinib-3.5mpk	218.6	29	64	-5.8	0
X-2470	PDAC	binimetinib-3.5mpk	294.5	29.6	68	26.9	2.1
X-2470	PDAC	binimetinib-3.5mpk	291.9	29.1	72	25.8	0.3
X-2470	PDAC	binimetinib-3.5mpk	292.9	29.1	76	26.2	0.3
X-2470	PDAC	binimetinib-3.5mpk	268.9	29.5	78	15.9	1.7
X-2470	PDAC	binimetinib-3.5mpk	178.8	30.3	82	-23	4.5
X-2470	PDAC	binimetinib-3.5mpk	214.6	30.9	86	-7.5	6.6
X-2470	PDAC	binimetinib-3.5mpk	148.2	30.2	90	-36.1	4.1
X-2470	PDAC	binimetinib-3.5mpk	266.9	29.5	93	15	1.7
X-2470	PDAC	binimetinib-3.5mpk	218.8	29.7	97	-5.7	2.4
